Id,Category
505,6
506,6
507,8
508,10
509,10
510,2
511,6
512,9
513,4
514,0
515,2
516,9
517,9
518,5
519,3
520,2
521,3
522,6
523,1
524,3
525,2
526,9
527,9
528,6
529,0
530,4
531,9
532,0
533,9
534,3
535,10
536,3
537,4
538,8
539,2
540,2
541,1
542,10
543,0
544,9
545,8
546,0
547,5
548,3
549,10
550,9
551,8
552,8
553,0
554,4
555,8
556,1
557,2
558,9
559,2
560,8
561,1
562,8
563,8
564,0
565,0
566,5
567,1
568,8
569,3
570,5
571,5
572,8
573,5
574,8
575,5
576,10
577,0
578,3
579,2
580,8
581,5
582,9
583,9
584,3
585,9
586,2
587,3
588,6
589,5
590,2
591,2
592,4
593,5
594,3
595,9
596,0
597,0
598,4
599,4
600,5
601,10
602,0
603,6
604,3
605,9
606,9
607,4
608,8
609,8
610,5
611,3
612,10
613,3
614,2
615,10
616,8
617,9
618,0
619,9
620,7
621,3
622,4
623,5
624,2
625,8
626,3
627,8
628,9
629,6
630,0
631,0
632,2
633,2
634,9
635,3
636,9
637,1
638,8
639,3
640,10
641,3
642,9
643,10
644,3
645,3
646,6
647,4
648,5
649,3
650,7
651,10
652,8
653,5
654,2
655,5
656,5
657,5
658,8
659,10
660,1
661,6
662,3
663,9
664,9
665,8
666,0
667,0
668,9
669,0
670,7
671,9
672,2
673,3
674,4
675,0
676,3
677,5
678,2
679,2
680,2
681,3
682,2
683,8
684,8
685,0
686,3
687,0
688,10
689,6
690,10
691,9
692,1
693,2
694,4
695,8
696,6
697,8
698,8
699,9
700,3
701,9
702,10
703,9
704,0
705,10
706,8
707,0
708,5
709,9
710,0
711,8
712,6
713,9
714,6
715,4
716,3
717,5
718,4
719,9
720,10
721,6
722,5
723,10
724,9
725,4
726,8
727,8
728,2
729,0
730,10
731,3
732,2
733,5
734,4
735,3
736,3
737,0
738,2
739,7
740,3
741,3
742,3
743,3
744,7
745,2
746,2
747,2
748,6
749,8
750,5
751,2
752,3
753,5
754,2
755,9
756,8
757,10
758,9
759,2
760,2
761,4
762,3
763,6
764,8
765,3
766,2
767,9
768,2
769,10
770,2
771,4
772,2
773,5
774,3
775,2
776,8
777,5
778,8
779,3
780,9
781,8
782,5
783,9
784,3
785,8
786,9
787,0
788,8
789,10
790,3
791,8
792,9
793,9
794,7
795,9
796,9
797,2
798,0
799,2
800,4
801,3
802,4
803,8
804,0
805,3
806,10
807,8
808,10
809,4
810,0
811,9
812,0
813,5
814,4
815,4
816,5
817,2
818,3
819,10
820,8
821,8
822,9
823,10
824,2
825,3
826,0
827,4
828,9
829,0
830,3
831,3
832,8
833,1
834,10
835,6
836,5
837,0
838,2
839,3
840,5
841,10
842,5
843,2
844,8
845,8
846,3
847,10
848,8
849,9
850,0
851,1
852,0
853,3
854,10
855,10
856,10
857,10
858,0
859,2
860,1
861,1
862,0
863,9
864,3
865,8
866,2
867,10
868,8
869,3
870,3
871,9
872,5
873,9
874,9
875,3
876,8
877,2
878,5
879,10
880,5
881,2
882,9
883,3
884,4
885,8
886,0
887,4
888,2
889,2
890,6
891,3
892,8
893,9
894,0
895,2
896,3
897,5
898,4
899,5
900,6
901,10
902,8
903,3
904,5
905,8
906,7
907,5
908,9
909,9
910,10
911,8
912,0
913,2
914,4
915,3
916,0
917,3
918,9
919,5
920,9
921,0
922,8
923,9
924,9
925,2
926,5
927,3
928,4
929,9
930,9
931,2
932,2
933,4
934,0
935,5
936,8
937,9
938,8
939,9
940,9
941,0
942,3
943,10
944,8
945,10
946,6
947,8
948,10
949,3
950,7
951,10
952,9
953,9
954,1
955,2
956,6
957,6
958,8
959,9
960,2
961,8
962,5
963,10
964,5
965,0
966,9
967,5
968,2
969,4
970,2
971,0
972,1
973,3
974,3
975,2
976,3
977,5
978,9
979,0
980,3
981,9
982,3
983,9
984,8
985,1
986,10
987,2
988,10
989,9
990,5
991,7
992,8
993,6
994,2
995,8
996,3
997,2
998,9
999,4
1000,9
1001,2
1002,10
1003,7
1004,3
1005,6
1006,3
1007,2
1008,9
1009,5
1010,5
1011,3
1012,6
1013,8
1014,0
1015,10
1016,0
1017,5
1018,2
1019,9
1020,8
1021,9
1022,5
1023,8
1024,9
1025,2
1026,10
1027,0
1028,10
1029,8
1030,10
1031,4
1032,7
1033,3
1034,9
1035,10
1036,8
1037,8
1038,5
1039,8
1040,9
1041,8
1042,9
1043,2
1044,3
1045,9
1046,2
1047,5
1048,4
1049,9
1050,3
1051,9
1052,9
1053,8
1054,8
1055,9
1056,0
1057,5
1058,3
1059,9
1060,10
1061,10
1062,5
1063,10
1064,9
1065,5
1066,9
1067,10
1068,9
1069,9
1070,2
1071,6
1072,0
1073,9
1074,10
1075,4
1076,8
1077,5
1078,5
1079,10
1080,9
1081,2
1082,9
1083,9
1084,4
1085,3
1086,0
1087,5
1088,2
1089,0
1090,1
1091,5
1092,2
1093,8
1094,8
1095,1
1096,10
1097,2
1098,8
1099,6
1100,9
1101,2
1102,5
1103,4
1104,6
1105,2
1106,9
1107,10
1108,8
1109,9
1110,9
1111,9
1112,2
1113,9
1114,3
1115,3
1116,9
1117,5
1118,5
1119,5
1120,6
1121,9
1122,7
1123,3
1124,1
1125,2
1126,6
1127,3
1128,8
1129,4
1130,2
1131,2
1132,2
1133,9
1134,3
1135,8
1136,9
1137,9
1138,3
1139,0
1140,10
1141,3
1142,9
1143,2
1144,8
1145,8
1146,8
1147,10
1148,3
1149,10
1150,4
1151,2
1152,3
1153,0
1154,2
1155,9
1156,0
1157,5
1158,2
1159,3
1160,9
1161,8
1162,9
1163,9
1164,9
1165,2
1166,3
1167,5
1168,0
1169,5
1170,4
1171,9
1172,7
1173,8
1174,8
1175,0
1176,10
1177,2
1178,4
1179,4
1180,8
1181,6
1182,3
1183,5
1184,2
1185,7
1186,3
1187,4
1188,8
1189,9
1190,7
1191,2
1192,8
1193,6
1194,10
1195,3
1196,0
1197,5
1198,0
1199,9
1200,2
1201,0
1202,2
1203,3
1204,8
1205,5
1206,8
1207,9
1208,9
1209,3
1210,9
1211,0
1212,5
1213,10
1214,2
1215,8
1216,8
1217,10
1218,0
1219,9
1220,10
1221,8
1222,3
1223,1
1224,2
1225,9
1226,9
1227,6
1228,1
1229,9
1230,2
1231,0
1232,10
1233,5
1234,8
1235,8
1236,10
1237,0
1238,9
1239,9
1240,2
1241,0
1242,8
1243,9
1244,9
1245,8
1246,4
1247,5
1248,3
1249,5
1250,8
1251,9
1252,10
1253,0
1254,5
1255,8
1256,4
1257,10
1258,8
1259,2
1260,0
1261,2
1262,3
1263,0
1264,4
1265,9
1266,5
1267,10
1268,8
1269,8
1270,2
1271,2
1272,2
1273,4
1274,2
1275,3
1276,4
1277,10
1278,10
1279,2
1280,2
1281,2
1282,9
1283,5
1284,0
1285,2
1286,3
1287,9
1288,10
1289,8
1290,8
1291,8
1292,5
1293,5
1294,4
1295,4
1296,2
1297,8
1298,9
1299,2
1300,9
1301,3
1302,5
1303,1
1304,0
1305,1
1306,2
1307,9
1308,2
1309,5
1310,8
1311,3
1312,2
1313,9
1314,4
1315,3
1316,4
1317,8
1318,5
1319,10
1320,3
1321,3
1322,3
1323,9
1324,4
1325,2
1326,3
1327,4
1328,4
1329,3
1330,10
1331,9
1332,3
1333,2
1334,5
1335,4
1336,8
1337,8
1338,3
1339,1
1340,2
1341,10
1342,4
1343,8
1344,9
1345,7
1346,8
1347,7
1348,8
1349,3
1350,8
1351,5
1352,2
1353,1
1354,8
1355,0
1356,5
1357,6
1358,2
1359,9
1360,0
1361,9
1362,5
1363,4
1364,10
1365,3
1366,0
1367,9
1368,9
1369,9
1370,8
1371,9
1372,2
1373,2
1374,9
1375,4
1376,10
1377,8
1378,8
1379,8
1380,4
1381,3
1382,8
1383,3
1384,5
1385,4
1386,2
1387,8
1388,9
1389,10
1390,10
1391,8
1392,2
1393,5
1394,2
1395,2
1396,10
1397,10
1398,8
1399,9
1400,1
1401,9
1402,9
1403,9
1404,9
1405,4
1406,3
1407,5
1408,8
1409,2
1410,3
1411,2
1412,6
1413,8
1414,8
1415,2
1416,8
1417,3
1418,3
1419,0
1420,10
1421,2
1422,3
1423,8
1424,10
1425,2
1426,0
1427,0
1428,2
1429,9
1430,9
1431,7
1432,8
1433,5
1434,8
1435,6
1436,5
1437,2
1438,5
1439,5
1440,8
1441,3
1442,1
1443,8
1444,10
1445,8
1446,2
1447,10
1448,3
1449,0
1450,3
1451,4
1452,8
1453,9
1454,3
1455,0
1456,9
1457,8
1458,4
1459,0
1460,2
1461,5
1462,2
1463,2
1464,10
1465,10
1466,8
1467,9
1468,2
1469,2
1470,2
1471,1
1472,2
1473,2
1474,0
1475,3
1476,9
1477,8
1478,8
1479,6
1480,9
1481,5
1482,9
1483,9
1484,3
1485,10
1486,4
1487,3
1488,0
1489,6
1490,2
1491,8
1492,8
1493,8
1494,10
1495,9
1496,9
1497,0
1498,2
1499,10
1500,10
1501,7
1502,8
1503,2
1504,9
1505,9
1506,9
1507,7
1508,8
1509,4
1510,3
1511,10
1512,10
1513,0
1514,5
1515,9
1516,10
1517,5
1518,8
1519,2
1520,2
1521,2
1522,3
1523,0
1524,9
1525,5
1526,8
1527,0
1528,4
1529,10
1530,10
1531,8
1532,0
1533,0
1534,0
1535,2
1536,3
1537,2
1538,9
1539,9
1540,9
1541,6
1542,4
1543,6
1544,6
1545,9
1546,9
1547,2
1548,10
1549,4
1550,2
1551,8
1552,6
1553,10
1554,5
1555,1
1556,8
1557,2
1558,3
1559,9
1560,0
1561,8
1562,3
1563,4
1564,7
1565,6
1566,9
1567,8
1568,2
1569,9
1570,3
1571,8
1572,10
1573,1
1574,10
1575,4
1576,2
1577,3
1578,2
1579,7
1580,9
1581,2
1582,8
1583,9
1584,8
1585,0
1586,4
1587,5
1588,9
1589,8
1590,2
1591,10
1592,9
1593,10
1594,8
1595,3
1596,10
1597,7
1598,3
1599,10
1600,9
1601,4
1602,5
1603,9
1604,8
1605,8
1606,3
1607,4
1608,3
1609,8
1610,2
1611,0
1612,9
1613,9
1614,6
1615,7
1616,0
1617,2
1618,3
1619,2
1620,3
1621,0
1622,2
1623,1
1624,2
1625,2
1626,8
1627,2
1628,9
1629,1
1630,5
1631,8
1632,5
1633,3
1634,8
1635,3
1636,3
1637,3
1638,5
1639,1
1640,2
1641,4
1642,5
1643,2
1644,9
1645,2
1646,1
1647,3
1648,3
1649,8
1650,7
1651,8
1652,10
1653,3
1654,9
1655,3
1656,2
1657,3
1658,5
1659,4
1660,8
1661,9
1662,1
1663,5
1664,5
1665,7
1666,8
1667,8
1668,0
1669,4
1670,9
1671,5
1672,6
1673,8
1674,9
1675,4
1676,3
1677,4
1678,5
1679,3
1680,10
1681,5
1682,4
1683,10
1684,5
1685,2
1686,8
1687,3
1688,8
1689,10
1690,8
1691,2
1692,5
1693,9
1694,5
1695,9
1696,8
1697,2
1698,9
1699,5
1700,4
1701,9
1702,8
1703,3
1704,0
1705,8
1706,4
1707,10
1708,3
1709,6
1710,3
1711,10
1712,5
1713,4
1714,4
1715,1
1716,1
1717,5
1718,9
1719,5
1720,3
1721,3
1722,4
1723,2
1724,1
1725,9
1726,3
1727,10
1728,1
1729,3
1730,1
1731,2
1732,9
1733,2
1734,0
1735,3
1736,0
1737,6
1738,3
1739,8
1740,2
1741,0
1742,9
1743,9
1744,3
1745,0
1746,10
1747,4
1748,9
1749,9
1750,2
1751,4
1752,3
1753,9
1754,3
1755,5
1756,3
1757,9
1758,5
1759,9
1760,2
1761,4
1762,2
1763,6
1764,2
1765,9
1766,3
1767,5
1768,0
1769,8
1770,5
1771,8
1772,10
1773,5
1774,3
1775,8
1776,10
1777,9
1778,8
1779,8
1780,4
1781,8
1782,2
1783,9
1784,9
1785,6
1786,2
1787,10
1788,2
1789,9
1790,8
1791,8
1792,2
1793,3
1794,4
1795,9
1796,5
1797,10
1798,2
1799,9
1800,1
1801,4
1802,4
1803,8
1804,6
1805,4
1806,9
1807,5
1808,9
1809,2
1810,9
1811,4
1812,4
1813,1
1814,10
1815,2
1816,2
1817,0
1818,8
1819,10
1820,9
1821,10
1822,9
1823,2
1824,1
1825,2
1826,1
1827,9
1828,9
1829,5
1830,0
1831,2
1832,8
1833,2
1834,6
1835,3
1836,3
1837,9
1838,9
1839,2
1840,3
1841,3
1842,0
1843,8
1844,5
1845,5
1846,0
1847,2
1848,3
1849,8
1850,2
1851,5
1852,8
1853,4
1854,7
1855,3
1856,6
1857,0
1858,2
1859,6
1860,9
1861,2
1862,0
1863,3
1864,8
1865,3
1866,2
1867,2
1868,1
1869,3
1870,1
1871,2
1872,0
1873,10
1874,0
1875,9
1876,8
1877,3
1878,0
1879,6
1880,3
1881,8
1882,2
1883,3
1884,4
1885,0
1886,9
1887,8
1888,5
1889,2
1890,4
1891,2
1892,9
1893,7
1894,3
1895,0
1896,3
1897,5
1898,3
1899,5
1900,2
1901,3
1902,8
1903,0
1904,8
1905,2
1906,3
1907,5
1908,2
1909,5
1910,10
1911,8
1912,3
1913,2
1914,9
1915,9
1916,5
1917,2
1918,8
1919,3
1920,8
1921,8
1922,10
1923,3
1924,4
1925,5
1926,5
1927,3
1928,8
1929,3
1930,5
1931,8
1932,0
1933,2
1934,5
1935,8
1936,10
1937,0
1938,0
1939,2
1940,6
1941,4
1942,4
1943,9
1944,0
1945,9
1946,4
1947,8
1948,10
1949,5
1950,2
1951,2
1952,10
1953,6
1954,9
1955,2
1956,0
1957,3
1958,9
1959,2
1960,9
1961,10
1962,3
1963,8
1964,8
1965,10
1966,5
1967,8
1968,6
1969,5
1970,6
1971,5
1972,3
1973,9
1974,0
1975,2
1976,9
1977,10
1978,9
1979,4
1980,5
1981,7
1982,3
1983,3
1984,7
1985,8
1986,1
1987,3
1988,8
1989,8
1990,2
1991,3
1992,10
1993,8
1994,5
1995,8
1996,8
1997,0
1998,5
1999,0
2000,5
2001,5
2002,9
2003,2
2004,4
2005,7
2006,10
2007,9
2008,9
2009,5
2010,1
2011,1
2012,7
2013,6
2014,6
2015,2
2016,6
2017,3
2018,9
2019,8
2020,9
2021,0
2022,2
2023,9
2024,0
2025,2
2026,4
2027,3
2028,10
2029,6
2030,8
2031,8
2032,10
2033,0
2034,0
2035,8
2036,2
2037,6
2038,5
2039,0
2040,0
2041,9
2042,5
2043,6
2044,0
2045,0
2046,8
2047,3
2048,2
2049,9
2050,6
2051,3
2052,7
2053,2
2054,7
2055,0
2056,0
2057,9
2058,2
2059,9
2060,2
2061,2
2062,10
2063,4
2064,10
2065,9
2066,5
2067,8
2068,3
2069,3
2070,2
2071,1
2072,5
2073,2
2074,0
2075,9
2076,8
2077,6
2078,4
2079,3
2080,1
2081,4
2082,5
2083,9
2084,9
2085,5
2086,9
2087,2
2088,6
2089,3
2090,8
2091,1
2092,3
2093,3
2094,5
2095,8
2096,8
2097,5
2098,3
2099,10
2100,2
2101,8
2102,3
2103,5
2104,2
2105,8
2106,5
2107,3
2108,3
2109,5
2110,8
2111,1
2112,9
2113,6
2114,8
2115,8
2116,7
2117,5
2118,10
2119,10
2120,9
2121,8
2122,9
2123,10
2124,5
2125,3
2126,0
2127,4
2128,3
2129,10
2130,6
2131,9
2132,9
2133,10
2134,3
2135,5
2136,8
2137,6
2138,6
2139,2
2140,0
2141,0
2142,4
2143,9
2144,6
2145,4
2146,4
2147,3
2148,4
2149,8
2150,2
2151,9
2152,8
2153,9
2154,3
2155,3
2156,10
2157,3
2158,5
2159,5
2160,3
2161,0
2162,9
2163,3
2164,10
2165,2
2166,2
2167,10
2168,9
2169,4
2170,3
2171,6
2172,9
2173,4
2174,0
2175,3
2176,5
2177,6
2178,9
2179,4
2180,1
2181,5
2182,2
2183,6
2184,9
2185,2
2186,7
2187,3
2188,4
2189,4
2190,10
2191,9
2192,5
2193,2
2194,1
2195,2
2196,9
2197,8
2198,4
2199,5
2200,0
2201,2
2202,3
2203,5
2204,2
2205,9
2206,4
2207,2
2208,2
2209,2
2210,2
2211,10
2212,0
2213,4
2214,2
2215,5
2216,0
2217,2
2218,8
2219,9
2220,3
2221,3
2222,6
2223,1
2224,2
2225,2
2226,2
2227,2
2228,3
2229,9
2230,0
2231,2
2232,3
2233,8
2234,6
2235,6
2236,10
2237,2
2238,3
2239,0
2240,9
2241,2
2242,0
2243,8
2244,9
2245,9
2246,9
2247,2
2248,8
2249,1
2250,2
2251,3
2252,0
2253,9
2254,10
2255,10
2256,1
2257,1
2258,2
2259,3
2260,3
2261,5
2262,3
2263,0
2264,10
2265,4
2266,10
2267,6
2268,8
2269,2
2270,8
2271,9
2272,2
2273,3
2274,8
2275,9
2276,2
2277,8
2278,4
2279,8
2280,8
2281,2
2282,3
2283,3
2284,2
2285,1
2286,2
2287,5
2288,9
2289,8
2290,2
2291,0
2292,10
2293,3
2294,0
2295,9
2296,7
2297,5
2298,2
2299,2
2300,4
2301,9
2302,8
2303,3
2304,1
2305,2
2306,9
2307,10
2308,10
2309,1
2310,5
2311,8
2312,5
2313,2
2314,2
2315,2
2316,8
2317,8
2318,9
2319,9
2320,2
2321,8
2322,5
2323,10
2324,9
2325,10
2326,2
2327,4
2328,8
2329,6
2330,3
2331,9
2332,4
2333,6
2334,5
2335,3
2336,0
2337,2
2338,3
2339,10
2340,10
2341,3
2342,2
2343,9
2344,5
2345,8
2346,2
2347,8
2348,5
2349,3
2350,8
2351,0
2352,6
2353,9
2354,4
2355,3
2356,4
2357,6
2358,5
2359,3
2360,8
2361,7
2362,3
2363,6
2364,3
2365,6
2366,5
2367,10
2368,0
2369,3
2370,2
2371,6
2372,5
2373,3
2374,2
2375,1
2376,3
2377,8
2378,4
2379,2
2380,9
2381,2
2382,9
2383,4
2384,10
2385,4
2386,4
2387,9
2388,3
2389,0
2390,4
2391,10
2392,4
2393,3
2394,8
2395,5
2396,3
2397,2
2398,5
2399,3
2400,2
2401,3
2402,9
2403,2
2404,8
2405,10
2406,9
2407,8
2408,6
2409,3
2410,8
2411,2
2412,8
2413,9
2414,8
2415,8
2416,8
2417,9
2418,3
2419,2
2420,5
2421,8
2422,9
2423,5
2424,9
2425,6
2426,10
2427,3
2428,9
2429,6
2430,2
2431,0
2432,8
2433,0
2434,2
2435,0
2436,4
2437,3
2438,9
2439,9
2440,8
2441,9
2442,8
2443,0
2444,4
2445,9
2446,5
2447,8
2448,0
2449,5
2450,3
2451,8
2452,9
2453,7
2454,4
2455,6
2456,8
2457,10
2458,8
2459,3
2460,10
2461,0
2462,3
2463,8
2464,9
2465,0
2466,9
2467,8
2468,1
2469,1
2470,9
2471,10
2472,6
2473,8
2474,8
2475,0
2476,0
2477,0
2478,10
2479,8
2480,0
2481,2
2482,8
2483,2
2484,2
2485,7
2486,10
2487,3
2488,9
2489,6
2490,4
2491,9
2492,10
2493,2
2494,3
2495,5
2496,9
2497,2
2498,7
2499,2
2500,4
2501,8
2502,5
2503,5
2504,8
2505,9
2506,1
2507,8
2508,9
2509,8
2510,10
2511,2
2512,3
2513,3
2514,3
2515,4
2516,9
2517,5
2518,7
2519,2
2520,8
2521,8
2522,8
2523,2
2524,9
2525,8
2526,9
2527,8
2528,4
2529,8
2530,9
2531,9
2532,5
2533,5
2534,10
2535,4
2536,3
2537,8
2538,9
2539,8
2540,3
2541,9
2542,9
2543,2
2544,3
2545,8
2546,4
2547,8
2548,9
2549,10
2550,10
2551,9
2552,8
2553,5
2554,8
2555,2
2556,2
2557,10
2558,8
2559,10
2560,2
2561,3
2562,0
2563,8
2564,9
2565,8
2566,1
2567,5
2568,2
2569,2
2570,9
2571,3
2572,3
2573,5
2574,3
2575,9
2576,5
2577,9
2578,10
2579,2
2580,8
2581,3
2582,9
2583,9
2584,7
2585,0
2586,9
2587,0
2588,3
2589,4
2590,5
2591,0
2592,2
2593,5
2594,2
2595,10
2596,8
2597,9
2598,3
2599,0
2600,10
2601,7
2602,1
2603,8
2604,1
2605,9
2606,8
2607,3
2608,5
2609,10
2610,3
2611,4
2612,3
2613,0
2614,8
2615,5
2616,2
2617,6
2618,2
2619,10
2620,8
2621,9
2622,2
2623,2
2624,2
2625,9
2626,9
2627,9
2628,0
2629,2
2630,1
2631,9
2632,8
2633,0
2634,2
2635,6
2636,9
2637,7
2638,5
2639,4
2640,2
2641,5
2642,8
2643,8
2644,10
2645,6
2646,8
2647,2
2648,9
2649,3
2650,3
2651,3
2652,0
2653,1
2654,10
2655,10
2656,0
2657,8
2658,3
2659,9
2660,9
2661,7
2662,6
2663,3
2664,4
2665,0
2666,2
2667,10
2668,9
2669,2
2670,9
2671,8
2672,6
2673,2
2674,6
2675,5
2676,9
2677,3
2678,4
2679,0
2680,0
2681,8
2682,10
2683,8
2684,9
2685,0
2686,7
2687,2
2688,5
2689,0
2690,9
2691,5
2692,4
2693,0
2694,3
2695,9
2696,2
2697,2
2698,4
2699,10
2700,6
2701,8
2702,5
2703,3
2704,10
2705,9
2706,3
2707,9
2708,8
2709,5
2710,9
2711,4
2712,3
2713,9
2714,10
2715,9
2716,8
2717,0
2718,9
2719,9
2720,9
2721,10
2722,8
2723,7
2724,4
2725,9
2726,9
2727,2
2728,3
2729,8
2730,0
2731,4
2732,0
2733,4
2734,9
2735,9
2736,6
2737,10
2738,9
2739,8
2740,9
2741,0
2742,9
2743,5
2744,6
2745,3
2746,8
2747,0
2748,10
2749,2
2750,8
2751,0
2752,5
2753,3
2754,5
2755,9
2756,5
2757,2
2758,9
2759,10
2760,2
2761,3
2762,4
2763,3
2764,4
2765,0
2766,6
2767,4
2768,10
2769,9
2770,6
2771,7
2772,0
2773,8
2774,3
2775,4
2776,9
2777,2
2778,2
2779,8
2780,5
2781,3
2782,9
2783,5
2784,8
2785,2
2786,1
2787,9
2788,3
2789,2
2790,9
2791,3
2792,9
2793,8
2794,1
2795,8
2796,0
2797,2
2798,8
2799,9
2800,3
2801,0
2802,1
2803,0
2804,3
2805,10
2806,10
2807,8
2808,5
2809,9
2810,9
2811,2
2812,8
2813,8
2814,2
2815,8
2816,9
2817,0
2818,3
2819,2
2820,5
2821,5
2822,1
2823,9
2824,9
2825,5
2826,8
2827,4
2828,2
2829,8
2830,5
2831,9
2832,0
2833,0
2834,8
2835,0
2836,2
2837,4
2838,5
2839,5
2840,4
2841,6
2842,2
2843,3
2844,9
2845,8
2846,4
2847,2
2848,5
2849,5
2850,3
2851,0
2852,2
2853,2
2854,6
2855,9
2856,10
2857,10
2858,8
2859,4
2860,1
2861,9
2862,0
2863,0
2864,9
2865,5
2866,10
2867,9
2868,6
2869,5
2870,4
2871,8
2872,3
2873,2
2874,3
2875,3
2876,8
2877,9
2878,0
2879,2
2880,3
2881,3
2882,6
2883,8
2884,0
2885,9
2886,3
2887,2
2888,10
2889,9
2890,9
2891,8
2892,2
2893,3
2894,5
2895,2
2896,9
2897,8
2898,9
2899,2
2900,9
2901,10
2902,8
2903,3
2904,2
2905,9
2906,4
2907,10
2908,0
2909,3
2910,9
2911,5
2912,4
2913,5
2914,9
2915,8
2916,2
2917,9
2918,8
2919,5
2920,5
2921,3
2922,5
2923,1
2924,3
2925,8
2926,1
2927,2
2928,4
2929,9
2930,0
2931,3
2932,2
2933,9
2934,9
2935,8
2936,9
2937,2
2938,0
2939,8
2940,1
2941,4
2942,5
2943,3
2944,5
2945,3
2946,9
2947,4
2948,4
2949,2
2950,3
2951,1
2952,0
2953,3
2954,2
2955,3
2956,8
2957,10
2958,3
2959,2
2960,4
2961,4
2962,9
2963,9
2964,0
2965,3
2966,3
2967,4
2968,2
2969,2
2970,10
2971,9
2972,9
2973,4
2974,5
2975,4
2976,10
2977,4
2978,10
2979,4
2980,8
2981,10
2982,2
2983,2
2984,6
2985,2
2986,3
2987,8
2988,7
2989,9
2990,10
2991,5
2992,5
2993,7
2994,9
2995,9
2996,2
