id,value
id_174,60.82531618638924
id_175,25.187703383721637
id_176,20.97862238574518
id_177,37.50352440300704
id_178,12.553509838813149
id_179,31.15206605844665
id_180,16.6060080819882
id_181,11.860225156625306
id_182,55.67946822010701
id_183,46.43477768881077
id_184,15.5304985783379
id_185,35.16621389394678
id_186,26.157561176437117
id_187,69.23963733482354
id_188,9.984434123838646
id_189,57.855989688660216
id_190,38.492255407760055
id_191,15.562796535788568
id_192,29.103235273259955
id_193,0.3344506346161008
id_194,19.147239917567312
id_195,0.9152334350264294
id_196,33.745896283305065
id_197,10.505880349253001
id_198,18.987571025497473
id_199,60.21872325216575
id_200,24.883729529733248
id_201,25.66567596004211
id_202,64.48952116129863
id_203,10.557423518705757
id_204,9.369291666360857
id_205,11.238114548766296
id_206,7.328755354314546
id_207,1.7296079786925072
id_208,123.96456083519325
id_209,20.659502082165528
id_210,16.21744468127914
id_211,13.910554692424473
id_212,36.294501979790965
id_213,36.00934341806285
id_214,18.849412124593133
id_215,34.78049328819251
id_216,78.70267756470521
id_217,0.4435644123241156
id_218,12.905786271239844
id_219,31.941300753112767
id_220,14.976327822942565
id_221,12.618685808740336
id_222,113.29503223106153
id_223,12.953964726075284
id_224,16.330993703393993
id_225,63.99904185396872
id_226,16.11022894947557
id_227,20.121640756351546
id_228,10.346428636787625
id_229,3.94198033516433
id_230,46.18938423109494
id_231,12.723384778437454
id_232,53.966061120285964
id_233,42.65093283637162
id_234,25.07749111580336
id_235,41.09875156601317
id_236,69.10834148412037
id_237,42.087844421860204
id_238,11.083147719208117
id_239,18.203365789153207
