id,value
id_171,38.529201230950356
id_172,27.49605286825099
id_173,19.014393963709264
id_174,63.60079526712511
id_175,25.72431449452475
id_176,19.20059085646972
id_177,39.671432151616635
id_178,11.895075950721058
id_179,31.156221824066705
id_180,17.25772266246111
id_181,10.629101861271781
id_182,57.48662293549833
id_183,47.0296000489156
id_184,15.133794796779265
id_185,35.160401744622355
id_186,26.05707265292118
id_187,71.55775477489127
id_188,9.148850739215591
id_189,55.15736184185467
id_190,38.24782775524738
id_191,14.540567103286115
id_192,28.496961084601708
id_193,2.7055373583242766
id_194,18.348328073299232
id_195,0.6730844354602117
id_196,34.57495437991948
id_197,11.444940722952436
id_198,18.444654195259957
id_199,60.392823672169484
id_200,23.027302719527825
id_201,25.664437619402463
id_202,66.10127028709717
id_203,11.348557931797327
id_204,8.379928708042868
id_205,10.702589300514333
id_206,7.831608094852135
id_207,2.311341416859512
id_208,134.46938272187126
id_209,19.876479402469393
id_210,16.25901134380667
id_211,15.534682263049907
id_212,37.263626384168404
id_213,35.73429245236673
id_214,19.09052876470497
id_215,35.42881148657618
id_216,101.23411046935881
id_217,0.6208167487625619
id_218,12.04735189332221
id_219,30.52051680455714
id_220,14.966939118956487
id_221,12.271193360954141
id_222,-65.95143909519692
id_223,13.066823612879384
id_224,16.685686968030943
id_225,65.48320908470534
id_226,17.36985258732835
id_227,17.261302934473267
id_228,9.098221582224538
id_229,8.739406901529629
id_230,46.432670368903274
id_231,11.871361744759948
id_232,55.09931701031292
id_233,41.68865207165145
id_234,21.537644396256802
id_235,43.27464213379118
id_236,78.14754641475493
id_237,42.52099324026693
id_238,11.243713952612083
id_239,17.599252068144807
